Sobic.001G000100.1	Sb01g000200
Sobic.002G256500.2	Sb02g029160
Sobic.002G256500.3	Sb02g029160
Sobic.002G256500.4	Sb02g029160
Sobic.002G256601.1	Sb02g029170
Sobic.002G256700.1	Sb02g029180
Sobic.002G256900.1	Sb02g029200
Sobic.002G257001.1	Sb02g029210
Sobic.002G257100.1	Sb02g029220
Sobic.002G257200.1	Sb02g029240
Sobic.002G257300.1	Sb02g029250
Sobic.002G257500.1	Sb02g029270
Sobic.002G257500.2	Sb02g029270
Sobic.002G257600.1	Sb02g029280
Sobic.002G257900.1	Sb02g029300
Sobic.002G257900.2	Sb02g029300
Sobic.002G258000.1	Sb02g029310
Sobic.002G258100.1	Sb02g029320
Sobic.002G258500.1	Sb02g029360
Sobic.002G258600.1	Sb02g029370
Sobic.002G258800.1	Sb02g029380
Sobic.002G258800.2	Sb02g029380
Sobic.002G258900.1	Sb02g029390
Sobic.002G259000.1	Sb02g029400
Sobic.002G259100.1	Sb02g029410
Sobic.002G259200.1	Sb02g029420
Sobic.002G259301.1	Sb02g029430
Sobic.002G259400.1	Sb02g029440
Sobic.002G259600.1	Sb02g029460
Sobic.002G259600.2	Sb02g029460
Sobic.002G259600.3	Sb02g029460
Sobic.002G259700.1	Sb02g029470
Sobic.002G259800.1	Sb02g029480
Sobic.002G259800.2	Sb02g029480
Sobic.002G259900.1	Sb02g029490
Sobic.002G259900.2	Sb02g029490
Sobic.002G260000.1	Sb02g029500
Sobic.002G260000.2	Sb02g029500
Sobic.002G260200.1	Sb02g029510
Sobic.002G260200.2	Sb02g029510
Sobic.002G260400.1	Sb02g029520
Sobic.002G260600.1	Sb02g029530
Sobic.002G260700.1	Sb02g029540
Sobic.002G260800.1	Sb02g029550
Sobic.002G260900.1	Sb02g029560
Sobic.002G261000.1	Sb02g029570
Sobic.002G261100.1	Sb02g029580
Sobic.002G261200.1	Sb02g029590
Sobic.002G261300.1	Sb02g029600
Sobic.002G261400.1	Sb02g029620
Sobic.002G261500.1	Sb02g029630
Sobic.002G261600.1	Sb02g029640
Sobic.002G261600.2	Sb02g029640
Sobic.002G261600.3	Sb02g029640
Sobic.002G261600.5	Sb02g029640
Sobic.002G261700.1	Sb02g029650
Sobic.002G261800.1	Sb02g029660
Sobic.002G261900.1	Sb02g029670
Sobic.002G261900.2	Sb02g029670
Sobic.002G261900.3	Sb02g029670
Sobic.002G262000.1	Sb02g029680
Sobic.002G262100.1	Sb02g029690
Sobic.002G262200.1	Sb02g029700
Sobic.002G262400.1	Sb02g029720
Sobic.002G262500.1	Sb02g029725
Sobic.002G262500.2	Sb02g029725
Sobic.002G262500.3	Sb02g029725
Sobic.002G262500.4	Sb02g029725
Sobic.002G262600.2	Sb02g029730
Sobic.002G262600.4	Sb02g029730
Sobic.002G262600.5	Sb02g029730
Sobic.002G262600.6	Sb02g029730
Sobic.002G262700.1	Sb02g029740
Sobic.002G262800.1	Sb02g029750
Sobic.002G262900.1	Sb02g029780
Sobic.002G263000.1	Sb02g029790
Sobic.002G263000.2	Sb02g029790
Sobic.002G263100.1	Sb02g029800
Sobic.002G263100.2	Sb02g029800
Sobic.002G263200.1	Sb02g029810
Sobic.002G263200.2	Sb02g029810
Sobic.002G263200.3	Sb02g029810
Sobic.002G263400.1	Sb02g029816
Sobic.002G263600.1	Sb02g029820
Sobic.002G263600.2	Sb02g029820
Sobic.002G263700.1	Sb02g029830
Sobic.002G263800.1	Sb02g029840
Sobic.002G264000.1	Sb02g029860
Sobic.002G264100.1	Sb02g029870
Sobic.002G264200.1	Sb02g029880
Sobic.002G264200.2	Sb02g029880
Sobic.002G264300.1	Sb02g029890
Sobic.002G264500.1	Sb02g029910
Sobic.002G264600.1	Sb02g029920
Sobic.002G264800.1	Sb02g029940
Sobic.002G264900.1	Sb02g029950
Sobic.002G265100.1	Sb02g029970
Sobic.002G265133.1	Sb02g029990
Sobic.002G265200.1	Sb02g030000
Sobic.002G265300.1	Sb02g030010
Sobic.002G265400.1	Sb02g030020
Sobic.002G265500.1	Sb02g030030
Sobic.002G265600.1	Sb02g030040
Sobic.002G265800.1	Sb02g030050
Sobic.002G265900.1	Sb02g030060
Sobic.002G266000.1	Sb02g030070
Sobic.002G266200.1	Sb02g030080
Sobic.002G266300.1	Sb02g030090
Sobic.002G266600.1	Sb02g030096
Sobic.002G266600.2	Sb02g030096
Sobic.002G266800.1	Sb02g030100
Sobic.002G266800.2	Sb02g030100
Sobic.002G266900.1	Sb02g030105
Sobic.002G266900.2	Sb02g030105
Sobic.002G266900.3	Sb02g030105
Sobic.002G267000.1	Sb02g030110
Sobic.002G267100.1	Sb02g030120
Sobic.002G267300.1	Sb02g030130
Sobic.002G267400.1	Sb02g030140
Sobic.002G267500.1	Sb02g030150
Sobic.002G267600.1	Sb02g030160
Sobic.002G267700.1	Sb02g030170
Sobic.002G267800.1	Sb02g030180
Sobic.002G267900.1	Sb02g030190
Sobic.002G268000.2	Sb02g030200
Sobic.002G268000.3	Sb02g030200
Sobic.002G268000.4	Sb02g030200
Sobic.002G268100.1	Sb02g030210
Sobic.002G268200.1	Sb02g030220
Sobic.002G268400.1	Sb02g030240
Sobic.002G268600.1	Sb02g030260
Sobic.002G268700.1	Sb02g030270
Sobic.002G268800.1	Sb02g030280
Sobic.002G268900.1	Sb02g030290
Sobic.002G269100.1	Sb02g030310
Sobic.002G269300.1	Sb02g030320
Sobic.002G269400.1	Sb02g030330
Sobic.002G269500.1	Sb02g030340
Sobic.002G269600.1	Sb02g030350
Sobic.002G269900.1	Sb02g030370
Sobic.002G270000.1	Sb02g030380
Sobic.002G270000.2	Sb02g030380
Sobic.002G270100.1	Sb02g030390
Sobic.002G270200.1	Sb02g030400
Sobic.002G270300.1	Sb02g030410
Sobic.002G270400.1	Sb02g030420
Sobic.002G270500.1	Sb02g030430
Sobic.002G270600.1	Sb02g030440
Sobic.002G270700.1	Sb02g030450
Sobic.002G270800.1	Sb02g030460
Sobic.002G270900.1	Sb02g030470
Sobic.002G271000.1	Sb02g030480
Sobic.002G271100.3	Sb02g030490
Sobic.002G271200.1	Sb02g030500
Sobic.002G271300.1	Sb02g030510
Sobic.002G271600.1	Sb02g030540
Sobic.002G271700.1	Sb02g030550
Sobic.002G271700.2	Sb02g030550
Sobic.002G271800.1	Sb02g030560
Sobic.002G271900.1	Sb02g030570
Sobic.002G271900.2	Sb02g030570
Sobic.002G272000.1	Sb02g030580
Sobic.002G272100.1	Sb02g030590
Sobic.002G272300.1	Sb02g030600
Sobic.002G272300.2	Sb02g030600
Sobic.002G272400.1	Sb02g030610
Sobic.002G272500.1	Sb02g030620
Sobic.002G272600.1	Sb02g030630
Sobic.002G272700.1	Sb02g030640
Sobic.002G272800.1	Sb02g030650
Sobic.002G272800.2	Sb02g030650
Sobic.002G272900.1	Sb02g030660
Sobic.002G273100.1	Sb02g030670
Sobic.002G273200.3	Sb02g030680
Sobic.002G273300.1	Sb02g030690
Sobic.002G273400.1	Sb02g030700
Sobic.002G273500.1	Sb02g030710
Sobic.002G273600.1	Sb02g030720
Sobic.002G273700.1	Sb02g030730
Sobic.002G273800.1	Sb02g030740
Sobic.002G273900.1	Sb02g030750
Sobic.002G274000.1	Sb02g030760
Sobic.002G274100.1	Sb02g030770
Sobic.002G274200.1	Sb02g030780
Sobic.002G274200.2	Sb02g030780
Sobic.002G274200.3	Sb02g030780
Sobic.002G274200.4	Sb02g030780
Sobic.002G274200.5	Sb02g030780
Sobic.002G274400.1	Sb02g030790
Sobic.002G274700.1	Sb02g030820
Sobic.002G274700.2	Sb02g030820
Sobic.002G274700.3	Sb02g030820
Sobic.002G274800.1	Sb02g030830
Sobic.002G274900.1	Sb02g030840
Sobic.002G275000.1	Sb02g030850
Sobic.002G275050.1	Sb02g030865
Sobic.002G275200.1	Sb02g030880
Sobic.002G275300.1	Sb02g030890
Sobic.002G275500.3	Sb02g030900
Sobic.002G275600.1	Sb02g030910
Sobic.002G275600.2	Sb02g030910
Sobic.002G275600.3	Sb02g030910
Sobic.002G275700.1	Sb02g030920
Sobic.002G275800.1	Sb02g030930
Sobic.002G275900.1	Sb02g030940
Sobic.002G276000.1	Sb02g030950
Sobic.002G276100.1	Sb02g030960
Sobic.002G276400.1	Sb02g030970
Sobic.002G276500.1	Sb02g030980
Sobic.002G276600.1	Sb02g030990
Sobic.002G276700.1	Sb02g031000
Sobic.002G276800.1	Sb02g031010
Sobic.002G276900.1	Sb02g031020
Sobic.002G277100.1	Sb02g031030
Sobic.002G277200.1	Sb02g031040
Sobic.002G277300.1	Sb02g031050
Sobic.002G277600.1	Sb02g031060
Sobic.002G277600.2	Sb02g031060
Sobic.002G277700.1	Sb02g031070
Sobic.002G277800.1	Sb02g031080
Sobic.002G277900.1	Sb02g031090
Sobic.002G278000.1	Sb02g031100
Sobic.002G278000.10	Sb02g031100
Sobic.002G278000.2	Sb02g031100
Sobic.002G278000.3	Sb02g031100
Sobic.002G278000.4	Sb02g031100
Sobic.002G278000.5	Sb02g031100
Sobic.002G278000.6	Sb02g031100
Sobic.002G278000.7	Sb02g031100
Sobic.002G278000.8	Sb02g031100
Sobic.002G278000.9	Sb02g031100
Sobic.002G278100.1	Sb02g031110
Sobic.002G278200.1	Sb02g031120
Sobic.002G278300.1	Sb02g031130
Sobic.002G278500.1	Sb02g031140
Sobic.002G278600.1	Sb02g031150
Sobic.002G278700.1	Sb02g031160
Sobic.002G278800.1	Sb02g031170
Sobic.002G279000.1	Sb02g031180
Sobic.002G279100.1	Sb02g031190
Sobic.002G279300.1	Sb02g031200
Sobic.002G279400.1	Sb02g031210
Sobic.002G279500.1	Sb02g031220
Sobic.002G279500.2	Sb02g031220
Sobic.002G279600.1	Sb02g031230
Sobic.002G279700.1	Sb02g031240
Sobic.002G279900.1	Sb02g031260
Sobic.002G280100.1	Sb02g031270
Sobic.002G280200.1	Sb02g031280
Sobic.002G280300.1	Sb02g031290
Sobic.002G280400.1	Sb02g031300
Sobic.002G280500.1	Sb02g031310
Sobic.002G280600.1	Sb02g031320
Sobic.002G280600.2	Sb02g031320
Sobic.002G280600.3	Sb02g031320
Sobic.002G280700.1	Sb02g031330
Sobic.002G280800.1	Sb02g031340
Sobic.002G281000.1	Sb02g031390
Sobic.002G281000.2	Sb02g031390
Sobic.002G281100.1	Sb02g031400
Sobic.002G281200.1	Sb02g031410
Sobic.002G281300.1	Sb02g031420
Sobic.002G281400.1	Sb02g031430
Sobic.002G281500.1	Sb02g031440
Sobic.002G281500.2	Sb02g031440
Sobic.002G281600.1	Sb02g031450
Sobic.002G281700.1	Sb02g031460
Sobic.002G281900.1	Sb02g031490
Sobic.002G282000.1	Sb02g031500
Sobic.002G282100.1	Sb02g031510
Sobic.002G282100.2	Sb02g031510
Sobic.002G282200.1	Sb02g031520
Sobic.002G282300.1	Sb02g031530
Sobic.002G282500.1	Sb02g031540
Sobic.002G282600.1	Sb02g031550
Sobic.002G282600.2	Sb02g031550
Sobic.002G282600.3	Sb02g031550
Sobic.002G282600.4	Sb02g031550
Sobic.002G282600.5	Sb02g031550
Sobic.002G282600.6	Sb02g031550
Sobic.002G282800.1	Sb02g031560
Sobic.002G282900.1	Sb02g031570
Sobic.002G283000.1	Sb02g031580
Sobic.002G283300.1	Sb02g031600
Sobic.002G283600.1	Sb02g031620
Sobic.002G283600.2	Sb02g031620
Sobic.002G283800.1	Sb02g031630
Sobic.002G283900.1	Sb02g031640
Sobic.002G284000.1	Sb02g031650
Sobic.002G284100.1	Sb02g031660
Sobic.002G284200.1	Sb02g031670
Sobic.002G284400.1	Sb02g031680
Sobic.002G284400.2	Sb02g031680
Sobic.002G284400.4	Sb02g031680
Sobic.002G284400.5	Sb02g031680
Sobic.002G284400.6	Sb02g031680
Sobic.002G284400.7	Sb02g031680
Sobic.002G284400.8	Sb02g031680
Sobic.002G284500.1	Sb02g031690
Sobic.002G284600.1	Sb02g031700
Sobic.002G284600.2	Sb02g031700
Sobic.002G284701.1	Sb02g031700
Sobic.002G285101.1	Sb02g031740
Sobic.002G285200.1	Sb02g031760
Sobic.002G285300.1	Sb02g031770
Sobic.002G285450.1	Sb02g031780
Sobic.002G285525.1	Sb02g031790
Sobic.002G285600.1	Sb02g031800
Sobic.002G285700.1	Sb02g031810
Sobic.002G285800.1	Sb02g031820
Sobic.002G286100.1	Sb02g031850
Sobic.002G286200.1	Sb02g031860
Sobic.002G286400.1	Sb02g031870
Sobic.002G286500.1	Sb02g031880
Sobic.002G286566.1	Sb02g031890
Sobic.002G286632.1	Sb02g031900
Sobic.002G286632.2	Sb02g031900
Sobic.002G286700.1	Sb02g031910
Sobic.002G286800.1	Sb02g031920
Sobic.002G286900.1	Sb02g031930
Sobic.002G287000.1	Sb02g031940
Sobic.002G287000.2	Sb02g031940
Sobic.002G287100.1	Sb02g031950
Sobic.002G287300.2	Sb02g031960
Sobic.002G287300.3	Sb02g031960
Sobic.002G287300.4	Sb02g031960
Sobic.002G287300.5	Sb02g031960
Sobic.002G287400.1	Sb02g031970
Sobic.002G287400.3	Sb02g031970
Sobic.002G287500.1	Sb02g031980
Sobic.002G287600.1	Sb02g032000
Sobic.002G288000.1	Sb02g032020
Sobic.002G288200.1	Sb02g032030
Sobic.002G288200.2	Sb02g032030
Sobic.002G288300.1	Sb02g032040
Sobic.002G288400.1	Sb02g032050
Sobic.002G288900.1	Sb02g032080
Sobic.002G288900.2	Sb02g032080
Sobic.002G288900.3	Sb02g032080
Sobic.002G289000.1	Sb02g032085
Sobic.002G289100.1	Sb02g032090
Sobic.002G289200.1	Sb02g032100
Sobic.002G289400.1	Sb02g032120
Sobic.002G289500.1	Sb02g032130
Sobic.002G289601.1	Sb02g032135
Sobic.002G289900.1	Sb02g032145
Sobic.002G289900.2	Sb02g032145
Sobic.002G290000.1	Sb02g032150
Sobic.002G290000.2	Sb02g032150
Sobic.002G290000.3	Sb02g032150
Sobic.002G290000.4	Sb02g032150
Sobic.002G290300.1	Sb02g032170
Sobic.002G290400.1	Sb02g032180
Sobic.002G290600.1	Sb02g032210
Sobic.002G290800.1	Sb02g032220
Sobic.002G290900.1	Sb02g032230
Sobic.002G291200.1	Sb02g032250
Sobic.002G291200.2	Sb02g032250
Sobic.002G291300.1	Sb02g032260
Sobic.002G291300.2	Sb02g032260
Sobic.002G291300.3	Sb02g032260
Sobic.002G291300.4	Sb02g032260
Sobic.002G291300.5	Sb02g032260
Sobic.002G291400.1	Sb02g032270
Sobic.002G291500.1	Sb02g032280
Sobic.002G291600.1	Sb02g032290
Sobic.002G291800.1	Sb02g032310
Sobic.002G291900.1	Sb02g032320
Sobic.002G292100.1	Sb02g032330
Sobic.002G292100.2	Sb02g032330
Sobic.002G292100.3	Sb02g032330
Sobic.002G292100.4	Sb02g032330
Sobic.002G292200.1	Sb02g032340
Sobic.002G292300.1	Sb02g032350
Sobic.002G292300.2	Sb02g032350
Sobic.002G292500.1	Sb02g032360
Sobic.002G292600.1	Sb02g032370
Sobic.002G292800.1	Sb02g032380
Sobic.002G292900.1	Sb02g032390
Sobic.002G293000.2	Sb02g032400
Sobic.002G293000.3	Sb02g032400
Sobic.002G293100.1	Sb02g032410
Sobic.002G293100.2	Sb02g032410
Sobic.002G293100.3	Sb02g032410
Sobic.002G293200.1	Sb02g032420
Sobic.002G293300.1	Sb02g032430
Sobic.002G293400.1	Sb02g032435
Sobic.002G293500.1	Sb02g032440
Sobic.002G293500.10	Sb02g032440
Sobic.002G293500.11	Sb02g032440
Sobic.002G293500.12	Sb02g032440
Sobic.002G293500.2	Sb02g032440
Sobic.002G293500.3	Sb02g032440
Sobic.002G293500.4	Sb02g032440
Sobic.002G293500.5	Sb02g032440
Sobic.002G293500.6	Sb02g032440
Sobic.002G293500.7	Sb02g032440
Sobic.002G293500.8	Sb02g032440
Sobic.002G293500.9	Sb02g032440
Sobic.002G293600.1	Sb02g032450
Sobic.002G293700.1	Sb02g032470
Sobic.002G293700.2	Sb02g032470
Sobic.002G293700.3	Sb02g032470
Sobic.002G293700.4	Sb02g032470
Sobic.002G293800.1	Sb02g032480
Sobic.002G293900.1	Sb02g032490
Sobic.002G294000.1	Sb02g032510
Sobic.002G294000.2	Sb02g032510
Sobic.002G294100.1	Sb02g032520
Sobic.002G294200.1	Sb02g032530
Sobic.002G294500.1	Sb02g032580
Sobic.002G294600.1	Sb02g032590
Sobic.002G294700.1	Sb02g032600
Sobic.002G294800.1	Sb02g032610
Sobic.002G294900.1	Sb02g032620
Sobic.002G295000.1	Sb02g032630
Sobic.002G295100.1	Sb02g032640
Sobic.002G295200.1	Sb02g032650
Sobic.002G295300.1	Sb02g032660
Sobic.002G295400.1	Sb02g032670
Sobic.002G295500.1	Sb02g032680
Sobic.002G295700.1	Sb02g032700
Sobic.002G295700.2	Sb02g032700
Sobic.002G295800.1	Sb02g032710
Sobic.002G295800.2	Sb02g032710
Sobic.002G295900.1	Sb02g032720
Sobic.002G296000.1	Sb02g032725
Sobic.002G296100.1	Sb02g032730
Sobic.002G296100.2	Sb02g032730
Sobic.002G296100.3	Sb02g032730
Sobic.002G296100.4	Sb02g032730
Sobic.002G296100.5	Sb02g032730
Sobic.002G296200.1	Sb02g032740
Sobic.002G296300.1	Sb02g032750
Sobic.002G296400.1	Sb02g032760
Sobic.002G296600.1	Sb02g032770
Sobic.002G296900.2	Sb02g032790
Sobic.002G297000.1	Sb02g032800
Sobic.002G297200.1	Sb02g032810
Sobic.002G297400.1	Sb02g032820
Sobic.002G297600.1	Sb02g032840
Sobic.002G297600.2	Sb02g032840
Sobic.002G297600.3	Sb02g032840
Sobic.002G297700.1	Sb02g032850
Sobic.002G297800.1	Sb02g032860
Sobic.002G297900.1	Sb02g032870
Sobic.002G298100.1	Sb02g032880
Sobic.002G298300.1	Sb02g032890
Sobic.002G298400.1	Sb02g032900
Sobic.002G298500.1	Sb02g032910
Sobic.002G298600.1	Sb02g032920
Sobic.002G298700.1	Sb02g032930
Sobic.002G298700.2	Sb02g032930
Sobic.002G298800.1	Sb02g032940
Sobic.002G298900.1	Sb02g032950
Sobic.002G299000.1	Sb02g032960
Sobic.002G299100.1	Sb02g032970
Sobic.002G299200.1	Sb02g032980
Sobic.002G299200.2	Sb02g032980
Sobic.002G299300.1	Sb02g033000
Sobic.002G299400.1	Sb02g033010
Sobic.002G299500.1	Sb02g033020
Sobic.002G299800.1	Sb02g033050
Sobic.002G299900.1	Sb02g033060
Sobic.002G300000.1	Sb02g033070
Sobic.002G300000.2	Sb02g033070
Sobic.002G300100.1	Sb02g033080
Sobic.002G300300.2	Sb02g033090
Sobic.002G300400.1	Sb02g033100
Sobic.002G300500.1	Sb02g033110
Sobic.002G300600.1	Sb02g033120
Sobic.002G300700.1	Sb02g033130
Sobic.002G300700.2	Sb02g033130
Sobic.002G300700.3	Sb02g033130
Sobic.002G300700.4	Sb02g033130
Sobic.002G301000.1	Sb02g033150
Sobic.002G301000.2	Sb02g033150
Sobic.002G301000.3	Sb02g033150
Sobic.002G301100.1	Sb02g033160
Sobic.002G301200.1	Sb02g033170
Sobic.002G301300.1	Sb02g033180
Sobic.002G301400.1	Sb02g033190
Sobic.002G301600.1	Sb02g033210
Sobic.002G301700.1	Sb02g033220
Sobic.002G301900.1	Sb02g033230
Sobic.002G302000.1	Sb02g033240
Sobic.002G302100.1	Sb02g033250
Sobic.002G302200.4	Sb02g033260
Sobic.002G302200.5	Sb02g033260
Sobic.002G302300.1	Sb02g033270
Sobic.002G302300.2	Sb02g033270
Sobic.002G302400.1	Sb02g033280
Sobic.002G302400.2	Sb02g033280
Sobic.002G302400.4	Sb02g033280
Sobic.002G302400.5	Sb02g033280
Sobic.002G302500.1	Sb02g033290
Sobic.002G302600.1	Sb02g033300
Sobic.002G302800.1	Sb02g033320
Sobic.002G302900.1	Sb02g033330
Sobic.002G303000.1	Sb02g033340
Sobic.002G303000.2	Sb02g033340
Sobic.002G303100.2	Sb02g033350
Sobic.002G303100.3	Sb02g033350
Sobic.002G303100.4	Sb02g033350
Sobic.002G303100.5	Sb02g033350
Sobic.002G303200.1	Sb02g033360
Sobic.002G303300.1	Sb02g033370
Sobic.002G303500.1	Sb02g033380
Sobic.002G303600.1	Sb02g033390
Sobic.002G303700.1	Sb02g033400
Sobic.002G303700.2	Sb02g033400
Sobic.002G303800.1	Sb02g033410
Sobic.002G303900.1	Sb02g033420
Sobic.002G304000.1	Sb02g033430
Sobic.002G304100.1	Sb02g033440
Sobic.002G304300.1	Sb02g033450
Sobic.002G304400.1	Sb02g033460
Sobic.002G304600.1	Sb02g033500
Sobic.002G304900.1	Sb02g033530
Sobic.002G305000.2	Sb02g033540
Sobic.002G305000.3	Sb02g033540
Sobic.002G305000.4	Sb02g033540
Sobic.002G305000.5	Sb02g033540
Sobic.002G305100.1	Sb02g033550
Sobic.002G305400.1	Sb02g033570
Sobic.002G305600.1	Sb02g033580
Sobic.002G305700.1	Sb02g033590
Sobic.002G305900.1	Sb02g033610
Sobic.002G306000.2	Sb02g033620
Sobic.002G306000.3	Sb02g033620
Sobic.002G306100.1	Sb02g033630
Sobic.002G306100.2	Sb02g033630
Sobic.002G306300.1	Sb02g033650
Sobic.002G306400.1	Sb02g033660
Sobic.002G306400.2	Sb02g033660
Sobic.002G306400.3	Sb02g033660
Sobic.002G306600.1	Sb02g033680
Sobic.002G306600.2	Sb02g033680
Sobic.002G306600.3	Sb02g033680
Sobic.002G306700.1	Sb02g033690
Sobic.002G306700.2	Sb02g033690
Sobic.002G306700.3	Sb02g033690
Sobic.002G306800.1	Sb02g033700
Sobic.002G306800.2	Sb02g033700
Sobic.002G306800.3	Sb02g033700
Sobic.002G306900.1	Sb02g033710
Sobic.002G307000.1	Sb02g033720
Sobic.002G307500.1	Sb02g033755
Sobic.002G307600.1	Sb02g033760
Sobic.002G307700.1	Sb02g033770
Sobic.002G307800.1	Sb02g033780
Sobic.002G307900.1	Sb02g033790
Sobic.002G308000.1	Sb02g033800
Sobic.002G308200.1	Sb02g033810
Sobic.002G308300.1	Sb02g033820
Sobic.002G308300.2	Sb02g033820
Sobic.002G308300.3	Sb02g033820
Sobic.002G308400.1	Sb02g033830
Sobic.002G308500.1	Sb02g033840
Sobic.002G308500.2	Sb02g033840
Sobic.002G308800.1	Sb02g033870
Sobic.002G308800.2	Sb02g033870
Sobic.002G308800.3	Sb02g033870
Sobic.002G308800.4	Sb02g033870
Sobic.002G308800.5	Sb02g033870
Sobic.002G308900.1	Sb02g033880
Sobic.002G309000.1	Sb02g033890
Sobic.002G309100.1	Sb02g033900
Sobic.002G309200.1	Sb02g033910
Sobic.002G309400.1	Sb02g033920
Sobic.002G309500.1	Sb02g033930
Sobic.002G309600.1	Sb02g033940
Sobic.002G309600.2	Sb02g033940
Sobic.002G309700.1	Sb02g033950
Sobic.002G309800.1	Sb02g033960
Sobic.002G309800.2	Sb02g033960
Sobic.002G310000.3	Sb02g033980
Sobic.002G310200.1	Sb02g033990
Sobic.002G310300.1	Sb02g034000
Sobic.002G310300.2	Sb02g034000
Sobic.002G310300.3	Sb02g034000
Sobic.002G310400.1	Sb02g034010
Sobic.002G310500.1	Sb02g034020
Sobic.002G310600.1	Sb02g034030
Sobic.002G310800.2	Sb02g034050
Sobic.002G310800.3	Sb02g034050
Sobic.002G310900.1	Sb02g034060
Sobic.002G311000.1	Sb02g034070
Sobic.002G311100.1	Sb02g034080
Sobic.002G311100.2	Sb02g034080
Sobic.002G311200.1	Sb02g034090
Sobic.002G311300.1	Sb02g034100
Sobic.002G311400.1	Sb02g034110
Sobic.002G311501.1	Sb02g034120
Sobic.002G311601.1	Sb02g034130
Sobic.002G311700.1	Sb02g034140
Sobic.002G311900.1	Sb02g034150
Sobic.002G312000.1	Sb02g034160
Sobic.002G312100.1	Sb02g034170
Sobic.002G312400.1	Sb02g034200
Sobic.002G312600.1	Sb02g034210
Sobic.002G312700.1	Sb02g034220
Sobic.002G312700.2	Sb02g034220
Sobic.002G312800.1	Sb02g034230
Sobic.002G312900.1	Sb02g034240
Sobic.002G313000.1	Sb02g034250
Sobic.002G313000.2	Sb02g034250
Sobic.002G313100.1	Sb02g034260
Sobic.002G313400.1	Sb02g034295
Sobic.002G313500.1	Sb02g034300
Sobic.002G313600.1	Sb02g034310
Sobic.002G313600.2	Sb02g034310
Sobic.002G313800.1	Sb02g034320
Sobic.002G313900.1	Sb02g034330
Sobic.002G314000.1	Sb02g034340
Sobic.002G314100.1	Sb02g034350
Sobic.002G314200.1	Sb02g034360
Sobic.002G314300.1	Sb02g034370
Sobic.002G314400.1	Sb02g034380
Sobic.002G314700.1	Sb02g034410
Sobic.002G314800.1	Sb02g034420
Sobic.002G314900.1	Sb02g034425
Sobic.002G315100.1	Sb02g034440
Sobic.002G315200.1	Sb02g034450
Sobic.002G315400.1	Sb02g034460
Sobic.002G315500.1	Sb02g034470
Sobic.002G315700.2	Sb02g034480
Sobic.002G315700.3	Sb02g034480
Sobic.002G315700.4	Sb02g034480
Sobic.002G315800.1	Sb02g034490
Sobic.002G315800.2	Sb02g034490
Sobic.002G315800.3	Sb02g034490
Sobic.002G315900.1	Sb02g034500
Sobic.002G316000.1	Sb02g034510
Sobic.002G316200.1	Sb02g034530
Sobic.002G316400.1	Sb02g034540
Sobic.002G316500.1	Sb02g034550
Sobic.002G316500.2	Sb02g034550
Sobic.002G316500.3	Sb02g034550
Sobic.002G316500.4	Sb02g034550
Sobic.002G316600.1	Sb02g034560
Sobic.002G316600.10	Sb02g034560
Sobic.002G316600.2	Sb02g034560
Sobic.002G316600.5	Sb02g034560
Sobic.002G316600.6	Sb02g034560
Sobic.002G316600.7	Sb02g034560
Sobic.002G316600.8	Sb02g034560
Sobic.002G316600.9	Sb02g034560
Sobic.002G316700.1	Sb02g034570
Sobic.002G316800.1	Sb02g034580
Sobic.002G316900.1	Sb02g034590
Sobic.002G317200.1	Sb02g034630
Sobic.002G317200.2	Sb02g034630
Sobic.002G317200.3	Sb02g034630
Sobic.002G317300.1	Sb02g034640
Sobic.002G317300.2	Sb02g034640
Sobic.002G317400.10	Sb02g034650
Sobic.002G317400.11	Sb02g034650
Sobic.002G317400.12	Sb02g034650
Sobic.002G317400.13	Sb02g034650
Sobic.002G317400.14	Sb02g034650
Sobic.002G317400.15	Sb02g034650
Sobic.002G317400.3	Sb02g034650
Sobic.002G317400.6	Sb02g034650
Sobic.002G317400.7	Sb02g034650
Sobic.002G317400.8	Sb02g034650
Sobic.002G317400.9	Sb02g034650
Sobic.002G317500.1	Sb02g034660
Sobic.002G317500.2	Sb02g034660
Sobic.002G317600.1	Sb02g034670
Sobic.002G317600.2	Sb02g034670
Sobic.002G317700.1	Sb02g034675
Sobic.002G318000.1	Sb02g034690
Sobic.002G318100.1	Sb02g034700
Sobic.002G318200.1	Sb02g034710
Sobic.002G318300.1	Sb02g034720
Sobic.002G318400.1	Sb02g034725
Sobic.002G318800.1	Sb02g034740
Sobic.002G318900.1	Sb02g034750
Sobic.002G319100.1	Sb02g034760
Sobic.002G319200.1	Sb02g034770
Sobic.002G319400.1	Sb02g034780
Sobic.002G319500.1	Sb02g034790
Sobic.002G319600.1	Sb02g034800
Sobic.002G319766.1	Sb02g034830
Sobic.002G319832.1	Sb02g034840
Sobic.002G319900.1	Sb02g034850
Sobic.002G320100.1	Sb02g034860
Sobic.002G320200.1	Sb02g034870
Sobic.002G320300.1	Sb02g034873
Sobic.002G320500.1	Sb02g034880
Sobic.002G320600.1	Sb02g034890
Sobic.002G320600.2	Sb02g034890
Sobic.002G320600.3	Sb02g034890
Sobic.002G320600.4	Sb02g034890
Sobic.002G320700.1	Sb02g034910
Sobic.002G320800.1	Sb02g034900
Sobic.002G320900.1	Sb02g034920
Sobic.002G320900.2	Sb02g034920
Sobic.002G321100.1	Sb02g034930
